player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
PA Jaques,Batter,123,72.35294117647058,170,0,0,0,522,522,0,363,159,0,Australia,
Usman Limbada,Batter,123,63.730569948186535,193,0,0,0,34,34,0,9,25,0,Canada,
B Tau,Batter,123,52.34042553191489,235,0,0,0,56,56,0,10,46,0,Papua New Guinea,
PA Chatterji,Batter,123,51.46443514644351,239,8,284,351,97,97,0,52,45,0,Scotland,15.375
CT Mutombodzi,Batter,122,81.87919463087249,149,5,271,282,263,263,0,64,199,0,Zimbabwe,24.4
JP Maher,Batter,122,65.24064171122996,187,0,0,0,540,540,0,378,162,0,Australia,
Mahedi Hasan,Batter,122,62.56410256410256,195,15,441,534,327,327,0,127,200,0,Bangladesh,8.133333333333333
Ayasha Rahman,Batter,122,58.3732057416268,209,0,0,0,157,157,0,56,101,0,Bangladesh,
T Maruma,Batter,122,54.22222222222223,225,6,204,217,266,266,0,64,202,0,Zimbabwe,20.333333333333332
B Evans,Batter,121,78.57142857142857,154,17,525,542,257,257,0,60,197,0,Zimbabwe,7.117647058823529
AL Hodgkinson,Batter,121,71.59763313609467,169,0,0,0,322,322,0,192,130,0,South Africa,
U Bhatti,Batter,120,91.6030534351145,131,12,350,516,46,46,0,15,31,0,Canada,10.0
K Weeraratne,Batter,120,86.33093525179856,139,0,102,96,463,463,0,216,247,0,Sri Lanka,
N Koncharoenkai,Batter,120,78.43137254901961,153,0,0,0,8,8,0,7,1,0,Thailand,
JW Jenner,Batter,119,67.61363636363636,176,0,0,0,4,4,0,1,3,0,Jersey,
J Edness,Batter,119,54.58715596330275,218,0,0,0,11,11,0,2,9,0,Bermuda,
R Malhotra,Batter,118,63.78378378378379,185,1,82,85,561,561,0,347,214,0,India,118.0
S Jimmy,Batter,118,59.59595959595959,198,17,230,394,56,56,0,10,46,0,Papua New Guinea,6.9411764705882355
J Anderson,Batter,118,57.56097560975609,205,0,20,30,124,124,0,40,84,0,Ireland,
BJ Patel,Batter,118,46.6403162055336,253,0,21,18,38,38,0,13,25,0,Kenya,
Khalid Kail,Batter,117,74.0506329113924,158,0,0,0,41,41,0,23,18,0,Oman,
MC Henriques,Batter,117,60.9375,192,10,354,408,518,518,0,362,156,0,Australia,11.7
SL Quintyne,Batter,117,57.35294117647059,204,9,176,260,365,365,0,143,222,0,West Indies,13.0
CMG Atkins,Batter,117,55.45023696682464,211,0,0,0,412,412,0,239,173,1,England,
RD Gaikwad,Batter,115,72.32704402515722,159,0,0,0,580,580,0,360,220,0,India,
EN Lynch,Batter,115,50.21834061135371,229,15,355,510,85,85,0,25,60,0,Netherlands,7.666666666666667
Kainat Imtiaz,Batter,115,43.56060606060606,264,7,465,451,441,441,0,214,227,0,Pakistan,16.428571428571427
S Meghana,Batter,114,102.7027027027027,111,0,0,0,530,530,0,329,201,0,India,
MA Carberry,Batter,114,62.98342541436463,181,0,12,6,482,482,0,276,206,0,England,
B Muzarabani,Batter,114,54.02843601895735,211,54,1794,2131,273,273,0,66,207,1,Zimbabwe,2.111111111111111
Jaker Ali,Batter,113,105.60747663551402,107,0,0,0,190,190,0,70,120,0,Bangladesh,
L Jack,Batter,113,103.6697247706422,109,0,0,0,97,97,0,52,45,0,Scotland,
TBM de Leede,Batter,113,53.80952380952381,210,18,413,484,87,87,0,26,61,1,Netherlands,6.277777777777778
LP van Troost,Batter,112,68.29268292682927,164,1,82,43,87,87,0,26,61,0,Netherlands,112.0
DP Hyatt,Batter,112,59.25925925925925,189,0,0,0,328,328,0,125,203,0,West Indies,
KD Shah,Batter,112,58.333333333333336,192,7,79,110,15,15,0,5,10,0,Hong Kong,16.0
JDF Vandersay,Batter,112,46.47302904564315,241,40,1091,1206,490,490,0,227,263,1,Sri Lanka,2.8
C Carter,Batter,111,63.06818181818182,176,0,0,0,16,16,0,5,11,0,Hong Kong,
AN Kervezee,Batter,110,53.92156862745098,204,0,0,0,73,73,0,22,51,0,Netherlands,
SV Carlisle,Batter,110,44.17670682730924,249,0,0,0,136,136,0,33,103,0,Zimbabwe,
D Hazell,Batter,109,77.85714285714286,140,34,904,1375,489,489,0,282,207,0,England,3.2058823529411766
TS Chisoro,Batter,109,70.3225806451613,155,12,383,488,264,264,0,64,200,1,Zimbabwe,9.083333333333334
R Murray,Batter,108,60.0,180,0,0,0,253,253,0,60,193,0,Zimbabwe,
A Maregwede,Batter,108,59.34065934065934,182,0,0,0,265,265,0,64,201,0,Zimbabwe,
A Khaka,Batter,108,46.3519313304721,233,129,3067,4389,471,471,0,290,181,2,South Africa,0.8372093023255814
KNM Fernando,Batter,107,108.08080808080808,99,0,0,0,310,310,0,146,164,0,Sri Lanka,
MM English,Batter,107,86.29032258064517,124,0,0,0,74,74,0,41,33,1,Scotland,
BA Parchment,Batter,107,54.04040404040404,198,0,0,0,408,408,0,157,251,0,West Indies,
SR Hain,Batter,106,106.0,100,0,0,0,283,283,0,168,115,0,England,
A Minny,Batter,106,81.53846153846153,130,0,0,0,389,389,0,238,151,0,South Africa,
SL Kalis,Batter,106,44.166666666666664,240,0,0,0,81,81,0,24,57,0,Netherlands,
HDJ Siegers,Batter,105,84.67741935483872,124,0,0,0,81,81,0,24,57,0,Netherlands,
RML Taylor,Batter,105,82.03125,128,11,386,437,100,100,0,53,47,0,Scotland,9.545454545454545
RK Kleinveldt,Batter,105,81.3953488372093,129,12,415,481,463,463,0,284,179,0,South Africa,8.75
AA Jangoo,Batter,104,122.3529411764706,85,0,0,0,241,241,0,90,151,1,West Indies,
L Balaji,Batter,104,78.78787878787878,132,28,928,1005,537,537,0,331,206,0,India,3.7142857142857144
DA Minors,Batter,104,59.09090909090909,176,0,0,0,12,12,0,2,10,0,Bermuda,
D Elgar,Batter,104,57.4585635359116,181,2,74,98,469,469,0,289,180,0,South Africa,52.0
KV Jain,Batter,104,47.48858447488584,219,0,0,0,514,514,0,318,196,0,India,
PS Athavale,Batter,103,58.52272727272727,176,0,0,0,49,49,0,27,22,0,Oman,
C de Lange,Batter,103,45.57522123893805,226,12,416,611,85,85,0,25,60,0,Netherlands,8.583333333333334
M Klaas,Batter,103,38.86792452830189,265,77,2277,2771,464,464,0,285,179,2,South Africa,1.3376623376623376
M Kartik,Batter,102,74.45255474452554,137,30,1048,1227,534,534,0,330,204,1,India,3.4
AM Bacher,Batter,102,56.353591160220994,181,3,66,108,393,393,0,241,152,0,South Africa,34.0
Yasir Ali Chowdhury,Batter,101,95.28301886792453,106,0,0,0,312,312,0,116,196,0,Bangladesh,
WK McCallan,Batter,101,57.38636363636363,176,14,425,612,152,152,0,53,99,0,Ireland,7.214285714285714
Shahzaib Hasan,Batter,100,84.7457627118644,118,0,0,0,319,319,0,162,157,0,Pakistan,
SM Benade,Batter,100,78.125,128,4,43,111,389,389,0,238,151,0,South Africa,25.0
R Kanoh,Batter,100,67.11409395973155,149,0,0,0,9,9,0,8,1,0,Thailand,
CJ Bowes,Batter,99,81.81818181818183,121,0,0,0,333,333,0,174,159,0,New Zealand,
Hamza Tariq,Batter,99,68.75,144,0,0,0,34,34,0,9,25,0,Canada,
BMSM Kumari,Batter,99,40.74074074074074,243,18,872,1024,497,497,0,231,266,0,Sri Lanka,5.5
I Maraj,Batter,98,35.8974358974359,273,0,23,27,49,49,0,16,33,0,Canada,
JL Ontong,Batter,97,71.32352941176471,136,1,24,18,459,459,0,283,176,0,South Africa,97.0
AL Kandappah,Batter,97,61.0062893081761,159,0,4,1,32,32,0,9,23,0,Canada,
RA Jones,Batter,96,51.33689839572193,187,0,0,0,315,315,0,164,151,0,New Zealand,
Tanzim Hasan Sakib,Batter,95,77.8688524590164,122,14,417,445,292,292,0,106,186,1,Bangladesh,6.785714285714286
GEF Barnett,Batter,95,51.35135135135135,185,0,0,0,46,46,0,15,31,0,Canada,
RJ Trott,Batter,95,48.96907216494845,194,9,158,193,11,11,0,2,9,0,Bermuda,10.555555555555555
RS Gavaskar,Batter,93,56.70731707317073,164,1,74,73,330,330,0,192,138,0,India,93.0
Sanjida Islam,Batter,93,41.150442477876105,226,0,12,8,295,295,0,107,188,0,Bangladesh,
T Munyonga,Batter,92,67.15328467153284,137,0,10,6,186,186,0,47,139,0,Zimbabwe,
Shoriful Islam,Batter,91,85.84905660377359,106,46,1379,1445,327,327,0,127,200,0,Bangladesh,1.9782608695652173
JV Harris,Batter,91,43.96135265700483,207,0,0,0,49,49,0,16,33,0,Canada,
GB Murgatroyd,Batter,90,60.810810810810814,148,0,0,0,53,53,0,25,28,0,Namibia,
A Nehra,Batter,90,51.724137931034484,174,115,3363,3745,579,579,0,360,219,2,India,0.782608695652174
SK Atai,Batter,90,48.91304347826087,184,0,35,48,62,62,0,12,50,0,Papua New Guinea,
Bilawal Bhatti,Batter,89,115.5844155844156,77,7,448,420,449,449,0,220,229,0,Pakistan,12.714285714285714
PBB Rajapaksa,Batter,89,102.29885057471265,87,0,0,0,478,478,0,221,257,0,Sri Lanka,
SSD Arachchige,Batter,89,66.4179104477612,134,1,28,42,324,324,0,153,171,0,Sri Lanka,89.0
TC Bastiampillai,Batter,89,54.601226993865026,163,0,12,6,32,32,0,9,23,0,Canada,
S Tippoch,Batter,89,39.38053097345133,226,9,100,211,9,9,0,8,1,0,Thailand,9.88888888888889
Z James,Batter,89,36.77685950413223,242,13,235,304,417,417,0,162,255,0,West Indies,6.846153846153846
Nashra Sandhu,Batter,89,27.55417956656347,323,87,2413,3282,463,463,0,223,240,0,Pakistan,1.0229885057471264
N Davin,Batter,88,83.80952380952381,105,0,0,0,54,54,0,25,29,0,Namibia,
SE Findlay,Batter,88,62.857142857142854,140,0,0,0,394,394,0,153,241,0,West Indies,
J Fraser-McGurk,Batter,87,147.45762711864407,59,0,0,0,488,488,0,340,148,0,Australia,
T Mupariwa,Batter,87,41.82692307692308,208,39,1225,1417,266,266,0,64,202,0,Zimbabwe,2.230769230769231
P Mujaji,Batter,86,51.80722891566265,166,0,0,0,224,224,0,55,169,0,Zimbabwe,
FL Reifer,Batter,86,45.26315789473684,190,0,0,0,401,401,0,155,246,0,West Indies,
NE Bonner,Batter,85,60.71428571428571,140,1,56,67,384,384,0,151,233,0,West Indies,85.0
J Sumerauer,Batter,84,113.51351351351352,74,10,213,246,4,4,0,1,3,0,Jersey,8.4
SI Mahmood,Batter,84,84.84848484848484,99,38,1145,1238,509,509,0,291,218,2,England,2.210526315789474
JJ Atkinson,Batter,84,55.26315789473685,152,0,0,0,12,12,0,3,9,0,Hong Kong,
CJ Nevin,Batter,83,54.966887417218544,151,0,0,0,411,411,0,214,197,0,New Zealand,
GT Main,Batter,82,92.13483146067416,89,33,609,695,95,95,0,51,44,1,Scotland,2.484848484848485
C Hemraj,Batter,82,81.1881188118812,101,0,9,7,413,413,0,161,252,0,West Indies,
GC Bhogle,Batter,82,49.39759036144578,166,0,0,0,57,57,0,27,30,0,United States of America,
S Nitschke,Batter,81,96.42857142857143,84,1,73,93,416,416,0,296,120,1,Australia,81.0
Mohammad Wasim,Batter,80,91.95402298850574,87,36,858,927,461,461,0,222,239,0,Pakistan,2.2222222222222223
A Lister,Batter,80,71.42857142857143,112,0,0,0,97,97,0,52,45,0,Scotland,
M McColl,Batter,80,68.96551724137932,116,0,0,0,97,97,0,52,45,0,Scotland,
GR Codrington,Batter,80,65.04065040650406,123,9,267,307,38,38,0,10,28,1,Canada,8.88888888888889
Rabiya Shah,Batter,80,62.99212598425197,127,0,0,0,431,431,0,211,220,0,Pakistan,
M Terblanche,Batter,80,58.3941605839416,137,0,0,12,389,389,0,238,151,0,South Africa,
M Spoors,Batter,80,54.794520547945204,146,0,0,0,50,50,0,17,33,0,Canada,
D Langford-Smith,Batter,79,94.04761904761905,84,10,362,489,152,152,0,53,99,0,Ireland,7.9
E Claridge,Batter,79,76.69902912621359,103,0,0,0,57,57,0,27,30,0,United States of America,
AI Chudasama,Batter,79,74.52830188679245,106,10,250,405,57,57,0,27,30,0,United States of America,7.9
UT Yadav,Batter,79,58.08823529411765,136,116,3659,3701,565,565,0,349,216,0,India,0.6810344827586207
JP Greaves,Batter,79,57.66423357664233,137,1,95,86,388,388,0,152,236,0,West Indies,79.0
E Schiferli,Batter,79,56.42857142857143,140,8,331,388,87,87,0,26,61,0,Netherlands,9.875
S Badrinath,Batter,79,45.664739884393065,173,0,0,0,567,567,0,350,217,0,India,
MJ Cosgrove,Batter,78,96.29629629629629,81,0,12,24,473,473,0,332,141,1,Australia,
HJ Armitage,Batter,78,82.10526315789474,95,0,0,0,490,490,0,282,208,0,England,
T Suri,Batter,78,73.58490566037736,106,0,0,0,96,96,0,33,63,0,United Arab Emirates,
Sami Aslam,Batter,78,63.41463414634146,123,0,0,0,430,430,0,211,219,0,Pakistan,
SP Khakurel,Batter,78,46.98795180722892,166,0,0,0,64,64,0,32,32,0,Nepal,
WB Rankin,Batter,78,42.62295081967213,183,67,1996,2489,164,164,0,60,104,0,Ireland,1.164179104477612
SC Taylor,Batter,77,105.47945205479452,73,0,0,0,412,412,0,239,173,0,England,
SP Krishnamurthi,Batter,77,77.77777777777779,99,0,26,36,49,49,0,24,25,0,United States of America,
Ravinderpal Singh,Batter,77,71.96261682242991,107,0,0,0,50,50,0,17,33,0,Canada,
GM Ewing,Batter,77,66.95652173913044,115,6,186,273,232,232,0,57,175,0,Zimbabwe,12.833333333333334
SC Joseph,Batter,77,50.326797385620914,153,0,0,0,338,338,0,128,210,0,West Indies,
S Gajnabi,Batter,77,41.62162162162162,185,5,130,148,417,417,0,162,255,0,West Indies,15.4
Syed Rasel,Batter,76,45.23809523809524,168,53,1634,2095,343,343,0,134,209,0,Bangladesh,1.4339622641509433
KW Richardson,Batter,75,107.14285714285714,70,45,1251,1338,531,531,0,370,161,1,Australia,1.6666666666666667
Utkarsh Srivastava,Batter,75,100.0,75,0,17,24,39,39,0,19,20,0,United States of America,
KDK Vithanage,Batter,75,81.52173913043478,92,0,17,12,435,435,0,204,231,0,Sri Lanka,
CA Lynn,Batter,75,81.52173913043478,92,0,0,0,379,379,0,272,107,0,Australia,
MNK Fernando,Batter,75,70.09345794392523,107,0,22,12,376,376,0,178,198,0,Sri Lanka,
SW Poynter,Batter,74,72.54901960784314,102,0,0,0,129,129,0,43,86,0,Ireland,
N Gwanzura,Batter,74,68.51851851851852,108,0,0,0,270,270,0,65,205,0,Zimbabwe,
MM Patel,Batter,74,64.91228070175438,114,93,2614,3188,579,579,0,360,219,2,India,0.7956989247311828
DS Bajwa,Batter,74,60.16260162601627,123,1,27,25,39,39,0,10,29,0,Canada,74.0
U Raymond-Hoey,Batter,74,59.67741935483871,124,0,0,0,153,153,0,54,99,0,Ireland,
DS Weerakkody,Batter,73,108.95522388059702,67,0,0,0,262,262,0,124,138,0,Sri Lanka,
Kaleem Sana,Batter,73,75.25773195876289,97,27,561,813,50,50,0,17,33,0,Canada,2.7037037037037037
Waheed Ahmed,Batter,73,55.72519083969466,131,1,94,125,86,86,0,29,57,0,United Arab Emirates,73.0
C Sutthiruang,Batter,73,54.88721804511278,133,7,149,246,9,9,0,8,1,0,Thailand,10.428571428571429
SS McKechnie,Batter,73,51.40845070422535,142,0,0,0,14,14,0,4,10,0,Hong Kong,
TP Visee,Batter,72,109.09090909090908,66,0,0,0,88,88,0,27,61,0,Netherlands,
TL Best,Batter,72,63.1578947368421,114,36,994,1175,416,416,0,162,254,0,West Indies,2.0
DR Brown,Batter,72,62.60869565217392,115,3,163,140,78,78,0,43,35,0,Scotland,24.0
SD Outerbridge,Batter,72,48.97959183673469,147,1,11,6,12,12,0,2,10,0,Bermuda,72.0
J Smits,Batter,72,36.92307692307693,195,0,0,0,75,75,0,22,53,0,Netherlands,
Wasim Akram,Batter,71,98.61111111111111,72,12,216,314,426,426,0,209,217,1,Pakistan,5.916666666666667
BJ Bennett,Batter,71,94.66666666666667,75,0,27,12,242,242,0,58,184,0,Zimbabwe,
TK Patel,Batter,71,47.651006711409394,149,5,120,176,61,61,0,29,32,0,United States of America,14.2
V Araa,Batter,71,39.66480446927375,179,11,221,322,56,56,0,10,46,0,Papua New Guinea,6.454545454545454
Mohammad Aadil Alam,Batter,70,85.36585365853658,82,9,166,272,65,65,0,33,32,0,Nepal,7.777777777777778
Shuvagata Hom,Batter,70,79.54545454545455,88,0,9,12,204,204,0,75,129,0,Bangladesh,
Haris Rauf,Batter,70,75.26881720430107,93,79,2029,2113,461,461,0,222,239,3,Pakistan,0.8860759493670886
Natalia Pervaiz,Batter,70,66.0377358490566,106,0,16,18,253,253,0,130,123,0,Pakistan,
N Dutta,Batter,70,57.377049180327866,122,2,177,236,50,50,0,17,33,0,Canada,35.0
K Frank,Batter,70,53.84615384615385,130,0,0,0,56,56,0,10,46,0,Papua New Guinea,
TN de Grooth,Batter,70,46.666666666666664,150,0,0,0,73,73,0,22,51,0,Netherlands,
DR Mousley,Batter,69,78.4090909090909,88,0,17,13,495,495,0,284,211,0,England,
B Ward,Batter,69,65.09433962264151,106,4,186,183,4,4,0,1,3,0,Jersey,17.25
Shakeel Ahmed,Batter,69,52.27272727272727,132,17,193,402,49,49,0,27,22,2,Oman,4.0588235294117645
Tilak Varma,Batter,68,54.400000000000006,125,0,39,42,580,580,0,360,220,0,India,
Sana Javed,Batter,68,50.0,136,0,0,0,383,383,0,190,193,0,Pakistan,
AS van Beuge,Batter,68,34.69387755102041,196,8,159,183,85,85,0,25,60,0,Netherlands,8.5
RC Irani,Batter,67,53.6,125,8,288,355,457,457,0,262,195,0,England,8.375
GM Strydom,Batter,67,50.37593984962406,133,0,24,30,201,201,0,52,149,0,Zimbabwe,
SR Waters,Batter,67,45.57823129251701,147,0,0,0,33,33,0,11,22,0,Kenya,
Sharmin Sultana,Batter,67,33.83838383838384,198,0,0,0,295,295,0,107,188,0,Bangladesh,
Mehran Khan,Batter,66,94.28571428571428,70,0,89,61,49,49,0,27,22,0,Oman,
JR Philippe,Batter,65,71.42857142857143,91,0,0,0,341,341,0,246,95,0,Australia,
CD de Lange,Batter,65,69.14893617021278,94,15,211,264,98,98,0,53,45,0,Scotland,4.333333333333333
AD Poynter,Batter,65,48.507462686567166,134,0,0,0,144,144,0,51,93,0,Ireland,
S Molineux,Batter,64,83.11688311688312,77,23,339,613,484,484,0,338,146,1,Australia,2.782608695652174
Yasir Arafat,Batter,64,62.13592233009708,103,2,327,355,423,423,0,207,216,0,Pakistan,32.0
Batool Fatima,Batter,64,60.952380952380956,105,0,0,0,383,383,0,190,193,0,Pakistan,
AR Caddick,Batter,64,54.23728813559322,118,18,389,604,457,457,0,262,195,1,England,3.5555555555555554
N Boochatham,Batter,64,41.830065359477125,153,10,165,356,9,9,0,8,1,0,Thailand,6.4
PD McGlashan,Batter,63,118.86792452830188,53,0,0,0,375,375,0,192,183,0,New Zealand,
AAP Atkinson,Batter,63,114.54545454545455,55,11,395,399,444,444,0,253,191,0,England,5.7272727272727275
L Tshuma,Batter,63,38.65030674846626,163,10,328,466,270,270,0,65,205,0,Zimbabwe,6.3
Adnan Akmal,Batter,62,67.3913043478261,92,0,0,0,444,444,0,216,228,0,Pakistan,
J Gray,Batter,62,54.86725663716814,113,0,0,0,110,110,0,36,74,0,Ireland,
CS Fraser,Batter,62,46.26865671641791,134,9,358,409,417,417,0,162,255,0,West Indies,6.888888888888889
BT Foakes,Batter,61,78.2051282051282,78,0,0,0,373,373,0,218,155,1,England,
K Klein,Batter,61,69.31818181818183,88,17,266,351,90,90,0,29,61,0,Netherlands,3.588235294117647
S Laomi,Batter,61,54.95495495495496,111,16,176,295,9,9,0,8,1,0,Thailand,3.8125
G Sultana,Batter,61,36.96969696969697,165,12,338,518,561,561,0,347,214,0,India,5.083333333333333
Shahid Wasif,Batter,60,43.47826086956522,138,0,0,0,16,16,0,5,11,0,Hong Kong,
TG Norris,Batter,59,101.72413793103448,58,7,191,268,57,57,0,27,30,0,United States of America,8.428571428571429
PJ Scholfield,Batter,59,96.72131147540983,61,0,0,0,490,490,0,282,208,0,England,
BAM Heath,Batter,59,96.72131147540983,61,0,0,0,490,490,0,282,208,0,England,
MJ Hay,Batter,59,81.94444444444444,72,0,0,0,216,216,0,113,103,0,New Zealand,
MR Swart,Batter,59,75.64102564102564,78,2,116,144,69,69,0,22,47,0,Netherlands,29.5
Abdul Jabbar,Batter,59,68.6046511627907,86,0,0,0,32,32,0,9,23,0,Canada,
Shaila Sharmin,Batter,59,60.204081632653065,98,1,79,97,272,272,0,97,175,0,Bangladesh,59.0
HJ Thomas,Batter,59,48.36065573770492,122,9,246,392,56,56,0,10,46,0,Papua New Guinea,6.555555555555555
D Parashar,Batter,58,65.1685393258427,89,5,93,192,69,69,0,26,43,0,United Arab Emirates,11.6
Mohammad Naim,Batter,58,58.58585858585859,99,0,0,0,322,322,0,123,199,0,Bangladesh,
Hammad Mirza,Batter,58,54.71698113207547,106,0,0,0,37,37,0,21,16,0,Oman,
M van Schoor,Batter,58,52.25225225225225,111,0,0,0,53,53,0,25,28,0,Namibia,
LL Tsotsobe,Batter,58,51.32743362831859,113,102,2360,2988,463,463,0,284,179,3,South Africa,0.5686274509803921
TMK Mawoyo,Batter,58,34.93975903614458,166,0,0,0,195,195,0,51,144,0,Zimbabwe,
Tayyab Tahir,Batter,57,123.91304347826086,46,0,0,0,409,409,0,203,206,0,Pakistan,
AJ Tye,Batter,57,118.75,48,15,396,400,501,501,0,350,151,0,Australia,3.8
L Sreekumar,Batter,57,82.6086956521739,69,0,0,0,97,97,0,33,64,0,United Arab Emirates,
Akram Khan,Batter,57,55.88235294117647,102,0,0,0,346,346,0,134,212,0,Bangladesh,
S Jora,Batter,56,82.35294117647058,68,0,0,0,54,54,0,27,27,0,Nepal,
Zubayr Hamza,Batter,56,68.29268292682927,82,0,0,0,288,288,0,176,112,0,South Africa,
RK Singh,Batter,55,127.90697674418605,43,1,2,6,580,580,0,360,220,0,India,55.0
FY Fazal,Batter,55,84.61538461538461,65,0,0,0,120,120,0,63,57,0,India,
J Figy John,Batter,55,73.33333333333333,75,0,0,0,95,95,0,33,62,0,United Arab Emirates,
AB Kaur,Batter,55,50.45871559633027,109,6,197,226,398,398,0,241,157,0,India,9.166666666666666
DES Maxwell,Batter,54,120.0,45,0,0,0,38,38,0,10,28,0,Canada,
Kabir Ali,Batter,54,93.10344827586206,58,21,648,640,518,518,0,295,223,0,England,2.5714285714285716
A Nao,Batter,54,76.05633802816901,71,20,724,871,63,63,0,12,51,1,Papua New Guinea,2.7
A Mazvishaya,Batter,54,44.62809917355372,121,12,350,491,270,270,0,65,205,0,Zimbabwe,4.5
Mohammad Hasnain,Batter,53,155.88235294117646,34,20,705,695,461,461,0,222,239,0,Pakistan,2.65
BCJ Cutting,Batter,53,79.1044776119403,67,5,160,220,463,463,0,323,140,0,Australia,10.6
CAK Walton,Batter,53,60.22727272727273,88,0,0,0,402,402,0,155,247,0,West Indies,
P Maya,Batter,53,50.476190476190474,105,9,165,226,9,9,0,8,1,0,Thailand,5.888888888888889
AR Berenger,Batter,53,46.08695652173913,115,0,0,0,60,60,0,24,36,0,United Arab Emirates,
K Thomson,Batter,52,75.36231884057972,69,0,39,21,352,352,0,212,140,0,South Africa,
AK Perera,Batter,52,62.65060240963856,83,0,33,36,448,448,0,209,239,0,Sri Lanka,
KE Ebrahim,Batter,52,54.736842105263165,95,4,83,110,238,238,0,124,114,0,New Zealand,13.0
Waqas Khan,Batter,52,49.056603773584904,106,0,0,0,16,16,0,5,11,0,Hong Kong,
IR James,Batter,51,79.6875,64,0,0,0,420,420,0,220,200,0,New Zealand,
AA Paradkar,Batter,51,60.0,85,9,245,224,49,49,0,24,25,0,United States of America,5.666666666666667
RN Bhatia,Batter,51,44.73684210526316,114,3,337,348,92,92,0,31,61,0,United Arab Emirates,17.0
CA Pujara,Batter,51,37.5,136,0,0,0,517,517,0,321,196,0,India,
WA Agar,Batter,50,116.27906976744187,43,0,44,70,341,341,0,246,95,0,Australia,
RTM Mendis,Batter,50,100.0,50,4,74,77,204,204,0,92,112,0,Sri Lanka,12.5
VR Vanitha,Batter,50,78.125,64,0,0,0,358,358,0,210,148,0,India,
MJ Bulow,Batter,50,67.56756756756756,74,0,0,0,409,409,0,291,118,0,Australia,
EL Watson,Batter,50,40.0,125,0,0,0,97,97,0,52,45,0,Scotland,
SS Tiwary,Batter,49,85.96491228070175,57,0,0,0,391,391,0,234,157,0,India,
LHD Dilhara,Batter,49,81.66666666666667,60,3,101,126,245,245,0,114,131,0,Sri Lanka,16.333333333333332
KO Meth,Batter,49,52.68817204301075,93,10,416,400,210,210,0,54,156,0,Zimbabwe,4.9
TB Robinson,Batter,48,97.95918367346938,49,0,0,0,216,216,0,113,103,0,New Zealand,
Zulqarnain Haider,Batter,48,68.57142857142857,70,0,0,0,334,334,0,166,168,0,Pakistan,
Irfan Khan,Batter,48,64.86486486486487,74,0,0,0,428,428,0,211,217,0,Pakistan,
Tasqeen Qadeer,Batter,48,33.33333333333333,144,0,0,0,383,383,0,190,193,0,Pakistan,
G Kodali,Batter,46,60.526315789473685,76,7,275,306,57,57,0,27,30,1,United States of America,6.571428571428571
Steven Ryan Taylor,Batter,46,56.79012345679012,81,0,23,21,13,13,0,7,6,0,United States of America,
KK Nair,Batter,46,51.68539325842697,89,0,0,0,559,559,0,347,212,0,India,
OV Anderson,Batter,46,47.42268041237113,97,0,0,0,166,166,0,109,57,1,South Africa,
SZ Thakor,Batter,46,45.09803921568628,102,10,378,442,490,490,0,303,187,0,India,4.6
PP Ojha,Batter,46,40.35087719298245,114,21,660,882,565,565,0,349,216,0,India,2.1904761904761907
AE Smith,Batter,45,150.0,30,4,51,115,389,389,0,238,151,0,South Africa,11.25
TH David,Batter,45,80.35714285714286,56,1,20,12,483,483,0,337,146,0,Australia,45.0
M Karg,Batter,45,68.18181818181817,66,0,0,0,53,53,0,25,28,0,Namibia,
TV Mufambisi,Batter,45,63.38028169014085,71,0,0,0,249,249,0,60,189,0,Zimbabwe,
M De Ridder,Batter,45,60.810810810810814,74,0,0,0,453,453,0,278,175,0,South Africa,
IM Vaghela,Batter,45,49.45054945054945,91,4,221,280,57,57,0,27,30,0,United States of America,11.25
Tabarak Dar,Batter,45,47.368421052631575,95,0,0,0,11,11,0,3,8,0,Hong Kong,
M Dillon,Batter,44,84.61538461538461,52,25,737,980,424,424,0,164,260,0,West Indies,1.76
Al Sahariar,Batter,44,43.13725490196079,102,0,0,0,346,346,0,134,212,0,Bangladesh,
S Sreesanth,Batter,44,35.199999999999996,125,81,2388,2481,579,579,0,360,219,1,India,0.5432098765432098
NA de Groot,Batter,44,33.84615384615385,130,3,88,81,49,49,0,16,33,0,Canada,14.666666666666666
RP Lefebvre,Batter,43,63.23529411764706,68,4,126,199,75,75,0,22,53,0,Netherlands,10.75
SJ Swanepoel,Batter,43,43.43434343434344,99,0,0,0,51,51,0,24,27,0,Namibia,
Haider Ali,Batter,42,127.27272727272727,33,0,0,0,346,346,0,174,172,0,Pakistan,
CD Cumming,Batter,42,41.584158415841586,101,0,0,0,382,382,0,194,188,0,New Zealand,
WP Saha,Batter,41,69.49152542372882,59,0,0,0,579,579,0,360,219,0,India,
NE Farrant,Batter,41,64.0625,64,4,179,218,395,395,0,232,163,0,England,10.25
KY Ottley,Batter,41,53.94736842105263,76,0,0,0,388,388,0,152,236,0,West Indies,
JL Pattinson,Batter,41,51.24999999999999,80,13,652,705,460,460,0,321,139,0,Australia,3.1538461538461537
Fayyaz Ahmed,Batter,41,41.83673469387755,98,0,69,102,72,72,0,26,46,0,United Arab Emirates,
I Toua,Batter,41,41.0,100,11,288,395,56,56,0,10,46,1,Papua New Guinea,3.727272727272727
